name,datetime,value_mwhd
Marktvolumen_MGO,2024-01-01 16:00:00,383990.067
Marktvolumen_MGO,2024-01-02 16:00:00,400272.42
Marktvolumen_MGO,2024-01-03 16:00:00,401809.301
Marktvolumen_MGO,2024-01-04 16:00:00,403043.049
Marktvolumen_MGO,2024-01-05 16:00:00,415200.039
Marktvolumen_MGO,2024-01-06 16:00:00,425575.171
Marktvolumen_MGO,2024-01-07 16:00:00,522985.395
Marktvolumen_MGO,2024-01-08 16:00:00,649667.965
Marktvolumen_MGO,2024-01-09 16:00:00,706786.668
Marktvolumen_MGO,2024-01-10 16:00:00,816415.431
Marktvolumen_MGO,2024-01-11 16:00:00,787147.081
Marktvolumen_MGO,2024-01-12 16:00:00,621144.434
Marktvolumen_MGO,2024-01-13 16:00:00,579740.127
Marktvolumen_MGO,2024-01-14 16:00:00,568581.995
Marktvolumen_MGO,2024-01-15 16:00:00,617402.314
Marktvolumen_MGO,2024-01-16 16:00:00,649388.284
Marktvolumen_MGO,2024-01-17 16:00:00,614764.146
Marktvolumen_MGO,2024-01-18 16:00:00,534004.035
Marktvolumen_MGO,2024-01-19 16:00:00,492669.06
Marktvolumen_MGO,2024-01-20 16:00:00,478690.479
Marktvolumen_MGO,2024-01-21 16:00:00,540124.393
Marktvolumen_MGO,2024-01-22 16:00:00,645117.792
Marktvolumen_MGO,2024-01-23 16:00:00,593423.242
Marktvolumen_MGO,2024-01-24 16:00:00,471972.238
Marktvolumen_MGO,2024-01-25 16:00:00,415085.581
Marktvolumen_MGO,2024-01-26 16:00:00,433955.294
Marktvolumen_MGO,2024-01-27 16:00:00,381540.754
Marktvolumen_MGO,2024-01-28 16:00:00,476436.483
Marktvolumen_MGO,2024-01-29 16:00:00,539481.252
Marktvolumen_MGO,2024-01-30 16:00:00,483252.322
Marktvolumen_MGO,2024-01-31 16:00:00,486720.526
Marktvolumen_MGO,2024-02-01 16:00:00,599547.106
Marktvolumen_MGO,2024-02-02 16:00:00,402318.995
Marktvolumen_MGO,2024-02-03 16:00:00,377471.876
Marktvolumen_MGO,2024-02-04 16:00:00,403284.706
Marktvolumen_MGO,2024-02-05 16:00:00,406705.228
Marktvolumen_MGO,2024-02-06 16:00:00,389551.384
Marktvolumen_MGO,2024-02-07 16:00:00,387699.393
Marktvolumen_MGO,2024-02-08 16:00:00,370373.334
Marktvolumen_MGO,2024-02-09 16:00:00,372399.135
Marktvolumen_MGO,2024-02-10 16:00:00,403980.834
Marktvolumen_MGO,2024-02-11 16:00:00,432268.073
Marktvolumen_MGO,2024-02-12 16:00:00,460284.377
Marktvolumen_MGO,2024-02-13 16:00:00,427261.951
Marktvolumen_MGO,2024-02-14 16:00:00,421021.63
Marktvolumen_MGO,2024-02-15 16:00:00,420073.595
Marktvolumen_MGO,2024-02-16 16:00:00,450517.173
Marktvolumen_MGO,2024-02-17 16:00:00,383297.585
Marktvolumen_MGO,2024-02-18 16:00:00,396013.129
Marktvolumen_MGO,2024-02-19 16:00:00,424946.937
Marktvolumen_MGO,2024-02-20 16:00:00,467802.658
Marktvolumen_MGO,2024-02-21 16:00:00,450883.462
Marktvolumen_MGO,2024-02-22 16:00:00,476320.124
Marktvolumen_MGO,2024-02-23 16:00:00,467296.218
Marktvolumen_MGO,2024-02-24 16:00:00,452273.111
Marktvolumen_MGO,2024-02-25 16:00:00,465555.372
Marktvolumen_MGO,2024-02-26 16:00:00,573315.165
Marktvolumen_MGO,2024-02-27 16:00:00,611893.661
Marktvolumen_MGO,2024-02-28 16:00:00,605300.165
Marktvolumen_MGTV,2024-01-01 16:00:00,27366.136
Marktvolumen_MGTV,2024-01-02 16:00:00,27882.818
Marktvolumen_MGTV,2024-01-03 16:00:00,24319.66
Marktvolumen_MGTV,2024-01-04 16:00:00,25879.254
Marktvolumen_MGTV,2024-01-05 16:00:00,28186.479
Marktvolumen_MGTV,2024-01-06 16:00:00,28938.268
Marktvolumen_MGTV,2024-01-07 16:00:00,34137.321
Marktvolumen_MGTV,2024-01-08 16:00:00,38603.841
Marktvolumen_MGTV,2024-01-09 16:00:00,36972.822
Marktvolumen_MGTV,2024-01-10 16:00:00,38194.123
Marktvolumen_MGTV,2024-01-11 16:00:00,38780.171
Marktvolumen_MGTV,2024-01-12 16:00:00,35703.58
Marktvolumen_MGTV,2024-01-13 16:00:00,34950.988
Marktvolumen_MGTV,2024-01-14 16:00:00,37564.438
Marktvolumen_MGTV,2024-01-15 16:00:00,36231.332
Marktvolumen_MGTV,2024-01-16 16:00:00,36121.018
Marktvolumen_MGTV,2024-01-17 16:00:00,31294.11
Marktvolumen_MGTV,2024-01-18 16:00:00,33283.544
Marktvolumen_MGTV,2024-01-19 16:00:00,36740.352
Marktvolumen_MGTV,2024-01-20 16:00:00,36126.522
Marktvolumen_MGTV,2024-01-21 16:00:00,33734.724
Marktvolumen_MGTV,2024-01-22 16:00:00,34457.239
Marktvolumen_MGTV,2024-01-23 16:00:00,29111.084
Marktvolumen_MGTV,2024-01-24 16:00:00,27963.913
Marktvolumen_MGTV,2024-01-25 16:00:00,26430.632
Marktvolumen_MGTV,2024-01-26 16:00:00,24833.81
Marktvolumen_MGTV,2024-01-27 16:00:00,25960.516
Marktvolumen_MGTV,2024-01-28 16:00:00,29714.077
Marktvolumen_MGTV,2024-01-29 16:00:00,31759.946
Marktvolumen_MGTV,2024-01-30 16:00:00,30252.843
Marktvolumen_MGTV,2024-01-31 16:00:00,30961.071
Marktvolumen_MGTV,2024-02-01 16:00:00,30520.242
Marktvolumen_MGTV,2024-02-02 16:00:00,25360.177
Marktvolumen_MGTV,2024-02-03 16:00:00,22436.144
Marktvolumen_MGTV,2024-02-04 16:00:00,23568.42
Marktvolumen_MGTV,2024-02-05 16:00:00,26048.626
Marktvolumen_MGTV,2024-02-06 16:00:00,27691.951
Marktvolumen_MGTV,2024-02-07 16:00:00,27284.897
Marktvolumen_MGTV,2024-02-08 16:00:00,23598.494
Marktvolumen_MGTV,2024-02-09 16:00:00,20773.968
Marktvolumen_MGTV,2024-02-10 16:00:00,19431.988
Marktvolumen_MGTV,2024-02-11 16:00:00,24572.479
Marktvolumen_MGTV,2024-02-12 16:00:00,26490.84
Marktvolumen_MGTV,2024-02-13 16:00:00,25981.323
Marktvolumen_MGTV,2024-02-14 16:00:00,25063.525
Marktvolumen_MGTV,2024-02-15 16:00:00,23600.525
Marktvolumen_MGTV,2024-02-16 16:00:00,17934.671
Marktvolumen_MGTV,2024-02-17 16:00:00,20208.145
Marktvolumen_MGTV,2024-02-18 16:00:00,19987.519
Marktvolumen_MGTV,2024-02-19 16:00:00,24275.402
Marktvolumen_MGTV,2024-02-20 16:00:00,25009.099
Marktvolumen_MGTV,2024-02-21 16:00:00,24488.791
Marktvolumen_MGTV,2024-02-22 16:00:00,23095.275
Marktvolumen_MGTV,2024-02-23 16:00:00,28183.234
Marktvolumen_MGTV,2024-02-24 16:00:00,24849.435
Marktvolumen_MGTV,2024-02-25 16:00:00,23971.807
Marktvolumen_MGTV,2024-02-26 16:00:00,24655.847
Marktvolumen_MGTV,2024-02-27 16:00:00,25006.655
Marktvolumen_MGTV,2024-02-28 16:00:00,25283.659
SummeEKV_LPZGR300_MGO,2024-01-01 16:00:00,70782.566
SummeEKV_LPZGR300_MGO,2024-01-02 16:00:00,69013.242
SummeEKV_LPZGR300_MGO,2024-01-03 16:00:00,81324.264
SummeEKV_LPZGR300_MGO,2024-01-04 16:00:00,103260.144
SummeEKV_LPZGR300_MGO,2024-01-05 16:00:00,100603.054
SummeEKV_LPZGR300_MGO,2024-01-06 16:00:00,103163.258
SummeEKV_LPZGR300_MGO,2024-01-07 16:00:00,142006.273
SummeEKV_LPZGR300_MGO,2024-01-08 16:00:00,159059.95
SummeEKV_LPZGR300_MGO,2024-01-09 16:00:00,179147.21
SummeEKV_LPZGR300_MGO,2024-01-10 16:00:00,192543.655
SummeEKV_LPZGR300_MGO,2024-01-11 16:00:00,190742.892
SummeEKV_LPZGR300_MGO,2024-01-12 16:00:00,142607.992
SummeEKV_LPZGR300_MGO,2024-01-13 16:00:00,139487.599
SummeEKV_LPZGR300_MGO,2024-01-14 16:00:00,147273.226
SummeEKV_LPZGR300_MGO,2024-01-15 16:00:00,168203.797
SummeEKV_LPZGR300_MGO,2024-01-16 16:00:00,184326.627
SummeEKV_LPZGR300_MGO,2024-01-17 16:00:00,176977.457
SummeEKV_LPZGR300_MGO,2024-01-18 16:00:00,154126.776
SummeEKV_LPZGR300_MGO,2024-01-19 16:00:00,144614.898
SummeEKV_LPZGR300_MGO,2024-01-20 16:00:00,126100.621
SummeEKV_LPZGR300_MGO,2024-01-21 16:00:00,124652.633
SummeEKV_LPZGR300_MGO,2024-01-22 16:00:00,123933.564
SummeEKV_LPZGR300_MGO,2024-01-23 16:00:00,117958.849
SummeEKV_LPZGR300_MGO,2024-01-24 16:00:00,96998.998
SummeEKV_LPZGR300_MGO,2024-01-25 16:00:00,105542.724
SummeEKV_LPZGR300_MGO,2024-01-26 16:00:00,97771.87
SummeEKV_LPZGR300_MGO,2024-01-27 16:00:00,100814.528
SummeEKV_LPZGR300_MGO,2024-01-28 16:00:00,122458.008
SummeEKV_LPZGR300_MGO,2024-01-29 16:00:00,138134.054
SummeEKV_LPZGR300_MGO,2024-01-30 16:00:00,145482.23
SummeEKV_LPZGR300_MGO,2024-01-31 16:00:00,156348.299
SummeEKV_LPZGR300_MGO,2024-02-01 16:00:00,125379.265
SummeEKV_LPZGR300_MGO,2024-02-02 16:00:00,81163.085
SummeEKV_LPZGR300_MGO,2024-02-03 16:00:00,60862.629
SummeEKV_LPZGR300_MGO,2024-02-04 16:00:00,66561.142
SummeEKV_LPZGR300_MGO,2024-02-05 16:00:00,70135.988
SummeEKV_LPZGR300_MGO,2024-02-06 16:00:00,86138.511
SummeEKV_LPZGR300_MGO,2024-02-07 16:00:00,100338.229
SummeEKV_LPZGR300_MGO,2024-02-08 16:00:00,87194.973
SummeEKV_LPZGR300_MGO,2024-02-09 16:00:00,69535.732
SummeEKV_LPZGR300_MGO,2024-02-10 16:00:00,63182.258
SummeEKV_LPZGR300_MGO,2024-02-11 16:00:00,98185.973
SummeEKV_LPZGR300_MGO,2024-02-12 16:00:00,105825.884
SummeEKV_LPZGR300_MGO,2024-02-13 16:00:00,112911.766
SummeEKV_LPZGR300_MGO,2024-02-14 16:00:00,112023.531
SummeEKV_LPZGR300_MGO,2024-02-15 16:00:00,90337.379
SummeEKV_LPZGR300_MGO,2024-02-16 16:00:00,75546.057
SummeEKV_LPZGR300_MGO,2024-02-17 16:00:00,71142.544
SummeEKV_LPZGR300_MGO,2024-02-18 16:00:00,82388.986
SummeEKV_LPZGR300_MGO,2024-02-19 16:00:00,80086.747
SummeEKV_LPZGR300_MGO,2024-02-20 16:00:00,83290.94
SummeEKV_LPZGR300_MGO,2024-02-21 16:00:00,93051.455
SummeEKV_LPZGR300_MGO,2024-02-22 16:00:00,83646.83
SummeEKV_LPZGR300_MGO,2024-02-23 16:00:00,72755.986
SummeEKV_LPZGR300_MGO,2024-02-24 16:00:00,44009.097
SummeEKV_LPZGR300_MGO,2024-02-25 16:00:00,54265.122
SummeEKV_LPZGR300_MGO,2024-02-26 16:00:00,108686.637
SummeEKV_LPZGR300_MGO,2024-02-27 16:00:00,112975.058
SummeEKV_LPZGR300_MGO,2024-02-28 16:00:00,103856.869
SummeEKV_LPZGR300_MGTV,2024-01-01 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-02 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-03 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-04 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-05 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-06 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-07 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-08 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-09 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-10 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-11 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-12 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-13 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-14 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-15 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-16 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-17 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-18 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-19 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-20 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-21 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-22 16:00:00,0.0
